20200202 170000;1.109390;1.109390;1.109390;1.109390;0
20200202 170100;1.109340;1.109340;1.109210;1.109210;0
20200202 170200;1.109220;1.109220;1.109220;1.109220;0
20200202 170300;1.109230;1.109230;1.109180;1.109180;0
20200202 170400;1.109210;1.109210;1.109210;1.109210;0
20200202 170500;1.109200;1.109220;1.109200;1.109210;0
20200202 170600;1.109200;1.109200;1.109160;1.109200;0
20200202 170700;1.109200;1.109200;1.109180;1.109200;0
20200202 170800;1.109200;1.109200;1.109180;1.109180;0
20200202 170900;1.109170;1.109180;1.109170;1.109170;0
20200202 171000;1.109180;1.109200;1.109180;1.109190;0
20200202 171100;1.109180;1.109180;1.109180;1.109180;0
20200202 171200;1.109180;1.109210;1.109180;1.109190;0
20200202 171300;1.109190;1.109190;1.109180;1.109180;0
20200202 171400;1.109170;1.109170;1.109160;1.109160;0
20200202 171500;1.109160;1.109160;1.109160;1.109160;0
20200202 171600;1.109170;1.109180;1.109120;1.109120;0
20200202 171700;1.109120;1.109120;1.109110;1.109110;0
20200202 171800;1.109110;1.109120;1.109110;1.109110;0
20200202 171900;1.109110;1.109130;1.109100;1.109100;0
20200202 172000;1.109090;1.109120;1.109090;1.109110;0
20200202 172100;1.109120;1.109130;1.109090;1.109100;0
20200202 172200;1.109110;1.109120;1.108770;1.108830;0
20200202 172300;1.108840;1.108850;1.108840;1.108850;0
20200202 172400;1.108840;1.108840;1.108840;1.108840;0
20200202 172500;1.108840;1.108860;1.108770;1.108840;0
20200202 172600;1.108820;1.108830;1.108780;1.108790;0
20200202 172700;1.108800;1.108820;1.108760;1.108760;0
20200202 172800;1.108790;1.109030;1.108790;1.109030;0
20200202 172900;1.109040;1.109070;1.109030;1.109030;0
20200202 173000;1.109030;1.109060;1.108720;1.108720;0
20200202 173100;1.108710;1.108840;1.108690;1.108750;0
20200202 173200;1.108740;1.108760;1.108660;1.108760;0
20200202 173300;1.108740;1.108780;1.108590;1.108660;0
20200202 173400;1.108640;1.108670;1.108580;1.108590;0
20200202 173500;1.108580;1.108590;1.108280;1.108420;0
20200202 173600;1.108430;1.108430;1.108210;1.108380;0
20200202 173700;1.108380;1.108480;1.108370;1.108450;0
20200202 173800;1.108450;1.108460;1.108440;1.108450;0
20200202 173900;1.108440;1.108470;1.108300;1.108300;0
20200202 174000;1.108300;1.108610;1.108130;1.108310;0
20200202 174100;1.108320;1.108560;1.108230;1.108230;0
20200202 174200;1.108230;1.108590;1.108230;1.108560;0
20200202 174300;1.108560;1.108740;1.108500;1.108660;0
20200202 174400;1.108660;1.108660;1.108640;1.108660;0
20200202 174500;1.108660;1.108670;1.108660;1.108660;0
20200202 174600;1.108660;1.108770;1.108650;1.108760;0
20200202 174700;1.108730;1.108780;1.108700;1.108780;0
20200202 174800;1.108780;1.108820;1.108750;1.108800;0
20200202 174900;1.108800;1.108850;1.108780;1.108800;0
20200202 175000;1.108790;1.108800;1.108740;1.108770;0
20200202 175100;1.108780;1.108800;1.108710;1.108760;0
20200202 175200;1.108760;1.108780;1.108700;1.108750;0
20200202 175300;1.108760;1.108770;1.108700;1.108760;0
20200202 175400;1.108770;1.108770;1.108690;1.108740;0
20200202 175500;1.108740;1.108800;1.108290;1.108350;0
20200202 175600;1.108350;1.108720;1.108300;1.108630;0
20200202 175700;1.108620;1.108670;1.108620;1.108650;0
20200202 175800;1.108640;1.108660;1.108480;1.108490;0
20200202 175900;1.108490;1.108530;1.108440;1.108460;0
20200202 180000;1.108510;1.108880;1.108510;1.108780;0
20200202 180100;1.108800;1.108900;1.108770;1.108820;0
20200202 180200;1.108820;1.108910;1.108810;1.108870;0
20200202 180300;1.108880;1.108980;1.108880;1.108980;0
20200202 180400;1.108980;1.109020;1.108950;1.109010;0
20200202 180500;1.109000;1.109040;1.108980;1.108990;0
20200202 180600;1.108990;1.109050;1.108990;1.108990;0
20200202 180700;1.108990;1.109010;1.108960;1.108990;0
20200202 180800;1.108980;1.109010;1.108950;1.109000;0
20200202 180900;1.109000;1.109020;1.108960;1.109010;0
20200202 181000;1.109040;1.109070;1.109000;1.109050;0
20200202 181100;1.109050;1.109060;1.109000;1.109000;0
20200202 181200;1.109000;1.109060;1.109000;1.109000;0
20200202 181300;1.109010;1.109020;1.109000;1.109000;0
20200202 181400;1.109010;1.109040;1.108950;1.108950;0
20200202 181500;1.108940;1.108970;1.108930;1.108950;0
20200202 181600;1.108940;1.108940;1.108890;1.108910;0
20200202 181700;1.108890;1.108900;1.108880;1.108880;0
20200202 181800;1.108900;1.108910;1.108880;1.108900;0
20200202 181900;1.108920;1.108940;1.108880;1.108900;0
20200202 182000;1.108900;1.108910;1.108880;1.108880;0
20200202 182100;1.108900;1.108900;1.108870;1.108900;0
20200202 182200;1.108900;1.108900;1.108850;1.108860;0
20200202 182300;1.108850;1.108870;1.108840;1.108850;0
