20201102 001100;1.163420;1.163430;1.163310;1.163310;0
20201102 001200;1.163310;1.163350;1.163270;1.163310;0
20201102 001300;1.163310;1.163350;1.163300;1.163330;0
20201102 001400;1.163340;1.163370;1.163340;1.163370;0
20201102 001500;1.163390;1.163490;1.163390;1.163490;0
20201102 001600;1.163500;1.163520;1.163460;1.163490;0
20201102 001700;1.163480;1.163490;1.163420;1.163420;0
20201102 001800;1.163430;1.163500;1.163430;1.163500;0
20201102 001900;1.163500;1.163500;1.163390;1.163450;0
20201102 002000;1.163460;1.163510;1.163430;1.163430;0
20201102 002100;1.163440;1.163500;1.163410;1.163420;0
20201102 002200;1.163410;1.163460;1.163410;1.163440;0
20201102 002300;1.163430;1.163440;1.163330;1.163330;0
20201102 002400;1.163340;1.163420;1.163320;1.163400;0
20201102 002500;1.163410;1.163450;1.163400;1.163450;0
20201102 002600;1.163460;1.163460;1.163380;1.163390;0
20201102 002700;1.163400;1.163470;1.163350;1.163380;0
20201102 002800;1.163380;1.163420;1.163380;1.163390;0
20201102 002900;1.163390;1.163490;1.163360;1.163420;0
20201102 003000;1.163420;1.163460;1.163350;1.163460;0
20201102 003100;1.163450;1.163500;1.163410;1.163420;0
20201102 003200;1.163420;1.163560;1.163400;1.163530;0
20201102 003300;1.163510;1.163540;1.163430;1.163530;0
20201102 003400;1.163530;1.163560;1.163500;1.163540;0
20201102 003500;1.163540;1.163610;1.163510;1.163510;0
20201102 003600;1.163510;1.163590;1.163500;1.163590;0
20201102 003700;1.163580;1.163590;1.163540;1.163540;0
20201102 003800;1.163540;1.163560;1.163530;1.163560;0
20201102 003900;1.163550;1.163570;1.163550;1.163570;0
20201102 004000;1.163570;1.163630;1.163570;1.163600;0
20201102 004100;1.163590;1.163600;1.163480;1.163500;0
20201102 004200;1.163500;1.163530;1.163480;1.163510;0
20201102 004300;1.163510;1.163510;1.163370;1.163400;0
20201102 004400;1.163390;1.163400;1.163300;1.163300;0
20201102 004500;1.163290;1.163370;1.163250;1.163360;0
20201102 004600;1.163370;1.163520;1.163360;1.163500;0
20201102 004700;1.163500;1.163600;1.163500;1.163560;0
20201102 004800;1.163560;1.163600;1.163540;1.163550;0
20201102 004900;1.163540;1.163550;1.163390;1.163440;0
20201102 005000;1.163430;1.163440;1.163390;1.163390;0
20201102 005100;1.163390;1.163390;1.163310;1.163350;0
20201102 005200;1.163330;1.163450;1.163330;1.163430;0
20201102 005300;1.163440;1.163650;1.163430;1.163620;0
20201102 005400;1.163610;1.163680;1.163610;1.163640;0
20201102 005500;1.163660;1.163750;1.163660;1.163750;0
20201102 005600;1.163740;1.163750;1.163670;1.163700;0
20201102 005700;1.163700;1.163930;1.163700;1.163820;0
20201102 005800;1.163800;1.163840;1.163780;1.163830;0
20201102 005900;1.163840;1.163860;1.163650;1.163710;0
20201102 010000;1.163720;1.163750;1.163540;1.163650;0
20201102 010100;1.163660;1.163780;1.163650;1.163750;0
20201102 010200;1.163740;1.163780;1.163680;1.163700;0
20201102 010300;1.163710;1.163740;1.163640;1.163650;0
20201102 010400;1.163640;1.163730;1.163590;1.163640;0
